Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9W0C7	OPI10_DROME	reviewed	Protein OPI10 homolog	CG13926	Drosophila melanogaster (Fruit fly)	197
P08099	OPS2_DROME	reviewed	Opsin Rh2 (Ocellar opsin)	Rh2 CG16740	Drosophila melanogaster (Fruit fly)	381
P08255	OPS4_DROME	reviewed	Opsin Rh4 (Inner R7 photoreceptor cells opsin)	Rh4 CG9668	Drosophila melanogaster (Fruit fly)	378
P06002	OPS1_DROME	reviewed	Opsin Rh1 (Neither inactivation nor afterpotential E protein) (Outer R1-R6 photoreceptor cells opsin)	ninaE Rh1 CG4550	Drosophila melanogaster (Fruit fly)	373
O01668	OPS6_DROME	reviewed	Opsin Rh6 (Rhodopsin Rh6, long-wavelength)	Rh6 CG5192	Drosophila melanogaster (Fruit fly)	369
P04950	OPS3_DROME	reviewed	Opsin Rh3 (Inner R7 photoreceptor cells opsin)	Rh3 RH92CD CG10888	Drosophila melanogaster (Fruit fly)	383
P91657	OPS5_DROME	reviewed	Opsin Rh5	Rh5 CG5279	Drosophila melanogaster (Fruit fly)	382
Q95RW8	OPTIX_DROME	reviewed	Protein Optix (Homeobox protein SIX3) (D-Six3)	Optix opt Six3 CG18455	Drosophila melanogaster (Fruit fly)	487
Q9VXL0	OR13A_DROME	reviewed	Odorant receptor 13a	Or13a CG12697	Drosophila melanogaster (Fruit fly)	418
Q9VYZ1	OR10A_DROME	reviewed	Odorant receptor 10a	Or10a CG17867	Drosophila melanogaster (Fruit fly)	406
Q9I816	OR19A_DROME	reviewed	Odorant receptor 19a	Or19a CG18859	Drosophila melanogaster (Fruit fly)	387
Q9W5G6	OR1A_DROME	reviewed	Odorant receptor 1a	Or1a CG17885	Drosophila melanogaster (Fruit fly)	392
Q8IRZ5	OR19B_DROME	reviewed	Putative odorant receptor 19b	Or19b CG32825	Drosophila melanogaster (Fruit fly)	387
P81910	OR22B_DROME	reviewed	Odorant receptor 22b	Or22b AN12 DOR22A.2 dor67 Or22A.2 CG4231	Drosophila melanogaster (Fruit fly)	397
P81911	OR22C_DROME	reviewed	Odorant receptor 22c	Or22c DOR22C.1 Or22C.1 CG15377	Drosophila melanogaster (Fruit fly)	402
P81912	OR23A_DROME	reviewed	Odorant receptor 23a	Or23a AN5 DOR23A.1 dor64 Or23A.1 CG9880	Drosophila melanogaster (Fruit fly)	379
O46077	OR2A_DROME	reviewed	Odorant receptor 2a	Or2a AN4 DOR2F.1 dor62 OR2F.1 CG3206	Drosophila melanogaster (Fruit fly)	397
P81909	OR22A_DROME	reviewed	Odorant receptor 22a	Or22a AN11 DOR22A.1 dor53 Or22A.1 CG12193	Drosophila melanogaster (Fruit fly)	397
P81913	OR24A_DROME	reviewed	Odorant receptor 24a	Or24a DOR24D.1 Or24D.1 CG11767	Drosophila melanogaster (Fruit fly)	398
Q9VLE5	OR30A_DROME	reviewed	Odorant receptor 30a	Or30a CG13106	Drosophila melanogaster (Fruit fly)	377
P81915	OR33B_DROME	reviewed	Odorant receptor 33b	Or33b AN1 DOR33B.2 dor72 Or33B.2 CG16961	Drosophila melanogaster (Fruit fly)	379
P81914	OR33A_DROME	reviewed	Odorant receptor 33a	Or33a AN3 DOR33B.1 dor73 Or33B.1 CG16960	Drosophila melanogaster (Fruit fly)	378
P81916	OR33C_DROME	reviewed	Odorant receptor 33c	Or33c AN2 DOR33B.3 dor71 Or33B.3 CG5006	Drosophila melanogaster (Fruit fly)	384
P81917	OR43A_DROME	reviewed	Odorant receptor 43a	Or43a AN14 DOR43B.1 dor87 Or43B.1 CG1854	Drosophila melanogaster (Fruit fly)	376
Q9V3Q2	OR35A_DROME	reviewed	Odorant receptor 35a	Or35a CG17868	Drosophila melanogaster (Fruit fly)	409
P81918	OR43B_DROME	reviewed	Odorant receptor 43b	Or43b AN7 DOR25A.1 OR44A.1 CG17853	Drosophila melanogaster (Fruit fly)	403
P81919	OR46A_DROME	reviewed	Odorant receptor 46a, isoform A	Or46a AN8 AN9 dor19 DOR46F DOR46F.1 Or46b OR46F Or46F.1 Or46F.2 CG33478	Drosophila melanogaster (Fruit fly)	381
Q9V589	OR45B_DROME	reviewed	Odorant receptor 45b	Or45b CG12931	Drosophila melanogaster (Fruit fly)	396
P81921	OR47A_DROME	reviewed	Odorant receptor 47a	Or47a AN10 dor24 DOR47E.1 Or47E.1 CG13225	Drosophila melanogaster (Fruit fly)	385
P81922	OR47B_DROME	reviewed	Odorant receptor 47b	Or47b DOR47E.2 Or47E.2 CG13206	Drosophila melanogaster (Fruit fly)	412
Q9V3N2	OR46B_DROME	reviewed	Odorant receptor 46a, isoform B	Or46a AN8 AN9 dor19 DOR46F DOR46F.1 Or46b OR46F Or46F.1 Or46F.2 CG33478	Drosophila melanogaster (Fruit fly)	384
Q9V6H2	OR49B_DROME	reviewed	Odorant receptor 49b	Or49b AN13 CG17584	Drosophila melanogaster (Fruit fly)	375
Q9V9I2	OR42A_DROME	reviewed	Odorant receptor 42a	Or42a CG17250	Drosophila melanogaster (Fruit fly)	406
Q9V568	OR45A_DROME	reviewed	Odorant receptor 45a	Or45a CG1978	Drosophila melanogaster (Fruit fly)	378
Q9V6A9	OR49A_DROME	reviewed	Odorant receptor 49a	Or49a CG13158	Drosophila melanogaster (Fruit fly)	396
Q9V9I4	OR42B_DROME	reviewed	Odorant receptor 42b	Or42b CG12754	Drosophila melanogaster (Fruit fly)	399
Q9W1P8	OR59B_DROME	reviewed	Odorant receptor 59b	Or59b CG3569	Drosophila melanogaster (Fruit fly)	398
Q9V8Y7	OR56A_DROME	reviewed	Odorant receptor 56a	Or56a CG12501	Drosophila melanogaster (Fruit fly)	419
Q9W1P7	OR59C_DROME	reviewed	Putative odorant receptor 59c	Or59c CG17226	Drosophila melanogaster (Fruit fly)	411
P81923	OR59A_DROME	reviewed	Odorant receptor 59a	Or59a AN6 dor46 DOR59D.1 Or59D.1 CG9820	Drosophila melanogaster (Fruit fly)	397
Q9VZW8	OR63A_DROME	reviewed	Odorant receptor 63a	Or63a CG9969	Drosophila melanogaster (Fruit fly)	420
P82983	OR65B_DROME	reviewed	Putative odorant receptor 65b	Or65b CG32402	Drosophila melanogaster (Fruit fly)	406
P82984	OR65C_DROME	reviewed	Putative odorant receptor 65c	Or65c CG32403	Drosophila melanogaster (Fruit fly)	410
Q9VT08	OR67A_DROME	reviewed	Odorant receptor 67a	Or67a CG12526	Drosophila melanogaster (Fruit fly)	407
Q9VT20	OR67B_DROME	reviewed	Odorant receptor 67b	Or67b CG14176	Drosophila melanogaster (Fruit fly)	421
Q9VT90	OR67C_DROME	reviewed	Odorant receptor 67c	Or67c CG14156	Drosophila melanogaster (Fruit fly)	404
P82985	OR69B_DROME	reviewed	Putative odorant receptor 69a, isoform B	Or69a Or69b CG32116	Drosophila melanogaster (Fruit fly)	393
P82982	OR65A_DROME	reviewed	Odorant receptor 65a	Or65a CG32401	Drosophila melanogaster (Fruit fly)	417
Q9VU27	OR69A_DROME	reviewed	Putative odorant receptor 69a, isoform A	Or69a Or69b CG32116	Drosophila melanogaster (Fruit fly)	393
Q9VT92	OR67D_DROME	reviewed	Odorant receptor 67d	Or67d CG14157	Drosophila melanogaster (Fruit fly)	391
Q9VUK5	OR71A_DROME	reviewed	Putative odorant receptor 71a	Or71a CG17871	Drosophila melanogaster (Fruit fly)	378
Q9VVF3	OR74A_DROME	reviewed	Odorant receptor 74a	Or74a CG13726	Drosophila melanogaster (Fruit fly)	404
Q9W3I5	OR7A_DROME	reviewed	Odorant receptor 7a	Or7a CG10759	Drosophila melanogaster (Fruit fly)	413
P82986	OR82A_DROME	reviewed	Odorant receptor 82a	Or82a CG31519	Drosophila melanogaster (Fruit fly)	385
Q9VNK9	OR83C_DROME	reviewed	Putative odorant receptor 83c	Or83c CG15581	Drosophila melanogaster (Fruit fly)	397
Q9VHS4	OR85A_DROME	reviewed	Odorant receptor 85a	Or85a CG7454	Drosophila melanogaster (Fruit fly)	397
Q9VHQ2	OR85D_DROME	reviewed	Putative odorant receptor 85d	Or85d CG11742	Drosophila melanogaster (Fruit fly)	412
P81924	OR85E_DROME	reviewed	Putative odorant receptor 85e	Or85e dor104 OR104	Drosophila melanogaster (Fruit fly)	467
Q9VFN2	OR88A_DROME	reviewed	Odorant receptor 88a	Or88a CG14360	Drosophila melanogaster (Fruit fly)	401
Q9VHQ6	OR85C_DROME	reviewed	Odorant receptor 85c	Or85c CG17911	Drosophila melanogaster (Fruit fly)	389
Q9VHQ7	OR85B_DROME	reviewed	Odorant receptor 85b	Or85b CG11735	Drosophila melanogaster (Fruit fly)	390
Q9VHE6	OR85F_DROME	reviewed	Odorant receptor 85f	Or85f CG16755	Drosophila melanogaster (Fruit fly)	392
Q9VNB3	OR83A_DROME	reviewed	Odorant receptor 83a	Or83a CG10612	Drosophila melanogaster (Fruit fly)	453
Q9VNB5	OR83B_DROME	reviewed	Odorant receptor coreceptor (Odorant receptor 83b)	Orco A45 Or83b CG10609	Drosophila melanogaster (Fruit fly)	486
Q9VAZ3	OR98A_DROME	reviewed	Odorant receptor 98a	Or98a CG5540	Drosophila melanogaster (Fruit fly)	397
Q9VAW0	OR98B_DROME	reviewed	Putative odorant receptor 98b	Or98b CG1867	Drosophila melanogaster (Fruit fly)	384
Q9VDM1	OR92A_DROME	reviewed	Putative odorant receptor 92a	Or92a CG17916	Drosophila melanogaster (Fruit fly)	408
Q9VCS9	OR94A_DROME	reviewed	Odorant receptor 94a	Or94a CG17241	Drosophila melanogaster (Fruit fly)	387
Q9VCS8	OR94B_DROME	reviewed	Odorant receptor 94b	Or94b CG6679	Drosophila melanogaster (Fruit fly)	383
Q9W2U9	OR9A_DROME	reviewed	Odorant receptor 9a	Or9a CG15302	Drosophila melanogaster (Fruit fly)	392
Q9VSR3	ORB2_DROME	reviewed	Probable RNA-binding protein orb2	orb2 CG43782	Drosophila melanogaster (Fruit fly)	704
O16810	ORC1_DROME	reviewed	Origin recognition complex subunit 1 (DmORC1)	Orc1 CG10667	Drosophila melanogaster (Fruit fly)	924
Q24168	ORC2_DROME	reviewed	Origin recognition complex subunit 2 (DmORC2)	Orc2 CG3041	Drosophila melanogaster (Fruit fly)	618
Q24169	ORC5_DROME	reviewed	Origin recognition complex subunit 5	Orc5 CG7833	Drosophila melanogaster (Fruit fly)	460
Q24434	ORD_DROME	reviewed	Protein ORD (Orientation disrupter protein)	ord CG3134	Drosophila melanogaster (Fruit fly)	479
Q9VCA2	ORCT_DROME	reviewed	Organic cation transporter protein	Orct CG6331	Drosophila melanogaster (Fruit fly)	548
Q9Y1B2	ORC6_DROME	reviewed	Origin recognition complex subunit 6	Orc6 CG1584	Drosophila melanogaster (Fruit fly)	257
Q94526	ORK1_DROME	reviewed	Open rectifier potassium channel protein 1 (Two pore domain potassium channel Ork1)	Ork1 CG1615	Drosophila melanogaster (Fruit fly)	1001
Q9VP04	ORMDL_DROME	reviewed	ORM1-like protein (dORMDL)	ORMDL CG14577	Drosophila melanogaster (Fruit fly)	154
Q9VCI0	ORN_DROME	reviewed	Probable oligoribonuclease (EC 3.1.-.-)	CG10214	Drosophila melanogaster (Fruit fly)	211
Q8IN94	OSA_DROME	reviewed	Trithorax group protein osa (Protein eyelid)	osa eld CG7467	Drosophila melanogaster (Fruit fly)	2716
Q9VV41	OSGEP_DROME	reviewed	Probable tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein CG4933) (tRNA threonylcarbamoyladenosine biosynthesis protein CG4933)	CG4933	Drosophila melanogaster (Fruit fly)	347
Q23971	OSC_DROME	reviewed	Antennal-specific protein OS-C	Os-C CG3250	Drosophila melanogaster (Fruit fly)	135
Q9VWD6	OSGP2_DROME	reviewed	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein CG14231) (tRNA threonylcarbamoyladenosine biosynthesis protein CG14231)	CG14231	Drosophila melanogaster (Fruit fly)	409
P25158	OSKA_DROME	reviewed	Maternal effect protein oskar	osk CG10901	Drosophila melanogaster (Fruit fly)	606
Q9W040	OSM1_DROME	reviewed	Intraflagellar transport protein osm-1 (Osmotic avoidance abnormal protein 1 homolog)	osm-1 CG13809	Drosophila melanogaster (Fruit fly)	1754
Q27421	OSP_DROME	reviewed	Protein outspread	osp CG3479	Drosophila melanogaster (Fruit fly)	1566
Q24319	OST48_DROME	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit) (EC 2.4.99.18) (DmOST50) (DrOST) (OST5OP)	Ost48 OST50 CG9022	Drosophila melanogaster (Fruit fly)	449
Q9VVV2	OSTA_DROME	reviewed	Organic solute transporter alpha-like protein (Solute carrier family 51 subunit alpha homolog)	CG6836	Drosophila melanogaster (Fruit fly)	328
A1Z7U3	OST4_DROME	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	CG33774	Drosophila melanogaster (Fruit fly)	40
Q9VQP9	OSTC_DROME	reviewed	Putative oligosaccharyltransferase complex subunit CG9662	CG9662	Drosophila melanogaster (Fruit fly)	149
P20240	OTE_DROME	reviewed	Otefin	Ote CG5581	Drosophila melanogaster (Fruit fly)	424
P56672	OTP_DROME	reviewed	Homeobox protein orthopedia	otp CG10036	Drosophila melanogaster (Fruit fly)	409
Q9VRJ9	OTU1_DROME	reviewed	Ubiquitin thioesterase OTU1 (EC 3.4.19.12)	CG4603	Drosophila melanogaster (Fruit fly)	347
Q9VL00	OTUBL_DROME	reviewed	Ubiquitin thioesterase otubain-like (EC 3.4.19.12) (Ubiquitin-specific-processing protease otubain-like) (Deubiquitinating enzyme otubain-like)	CG4968	Drosophila melanogaster (Fruit fly)	262
P10383	OTU_DROME	reviewed	Protein ovarian tumor locus	otu CG12743	Drosophila melanogaster (Fruit fly)	853
P51521	OVO_DROME	reviewed	Protein ovo (Protein shaven baby)	ovo Svb CG6824	Drosophila melanogaster (Fruit fly)	1351
Q9VXP4	PA1B2_DROME	reviewed	Platelet-activating factor acetylhydrolase IB subunit beta homolog	Paf-AHalpha CG8962	Drosophila melanogaster (Fruit fly)	225
Q7KNF2	PABP2_DROME	reviewed	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (dPABP2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1) (Protein rox2)	Pabp2 rox2 CG2163	Drosophila melanogaster (Fruit fly)	224
P21187	PABP_DROME	reviewed	Polyadenylate-binding protein (PABP) (Poly(A)-binding protein)	pAbp CG5119	Drosophila melanogaster (Fruit fly)	634
Q9W1W9	PADC1_DROME	reviewed	PRADC1-like protein (PAP21-like protein)	CG9849	Drosophila melanogaster (Fruit fly)	196
Q9W0Y6	PAIN_DROME	reviewed	Transient receptor potential cation channel protein painless	pain CG15860	Drosophila melanogaster (Fruit fly)	913
Q9VXE5	PAKM_DROME	reviewed	Serine/threonine-protein kinase PAK mbt (EC 2.7.11.1) (Protein mushroom bodies tiny) (p21-activated kinase-related protein)	mbt CG18582	Drosophila melanogaster (Fruit fly)	639
Q9V5E1	PAL1_DROME	reviewed	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1 (EC 4.3.2.5) (Peptidylamidoglycolate lyase 1) (dPAL1)	Pal1 CG12130	Drosophila melanogaster (Fruit fly)	541
Q9W1L5	PAL2_DROME	reviewed	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2 (EC 4.3.2.5) (Peptidylamidoglycolate lyase 2) (dPAL2)	Pal2 Pal CG5472	Drosophila melanogaster (Fruit fly)	406
Q95RR8	PAN3_DROME	reviewed	PAB-dependent poly(A)-specific ribonuclease subunit PAN3 (PAB1P-dependent poly(A)-nuclease) (PAN deadenylation complex subunit 3)	CG11486	Drosophila melanogaster (Fruit fly)	790
Q8IMA8	PANG2_DROME	reviewed	Protein pangolin, isoform J (dTCF)	pan TCF CG34403	Drosophila melanogaster (Fruit fly)	1192
P91943	PANG1_DROME	reviewed	Protein pangolin, isoforms A/H/I/S (dTCF)	pan TCF CG34403	Drosophila melanogaster (Fruit fly)	751
O46043	PARG_DROME	reviewed	Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)	Parg CG2864	Drosophila melanogaster (Fruit fly)	723
P35875	PARP_DROME	reviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase) (ADPRT) (Poly[ADP-ribose] synthase)	Parp CG40411	Drosophila melanogaster (Fruit fly)	994
Q9NB04	PATJ_DROME	reviewed	Patj homolog	Patj CG12021	Drosophila melanogaster (Fruit fly)	871
O18381	PAX6_DROME	reviewed	Paired box protein Pax-6 (Protein eyeless)	ey pax6 CG1464	Drosophila melanogaster (Fruit fly)	857
Q23970	PBP6_DROME	reviewed	Pheromone-binding protein-related protein 6 (PBPRP-6) (Odorant-binding protein OS-E)	Obp83b Os-E PBPRP6 CG11422	Drosophila melanogaster (Fruit fly)	141
Q9VJS7	PBURS_DROME	reviewed	Partner of bursicon (Bursicon subunit beta)	Pburs burs-beta CG15284	Drosophila melanogaster (Fruit fly)	141
Q0KHU5	PCAT1_DROME	reviewed	1-acylglycerophosphocholine O-acyltransferase 1 (EC 2.3.1.23) (Acyltransferase-like 2)	CG32699	Drosophila melanogaster (Fruit fly)	533
Q9VTL1	PCID2_DROME	reviewed	PCI domain-containing protein 2 homolog (dmPCID2) (CSN12-like protein)	PCID2 CG7351	Drosophila melanogaster (Fruit fly)	395
P20007	PCKG_DROME	reviewed	Phosphoenolpyruvate carboxykinase [GTP] (PEPCK) (EC 4.1.1.32)	Pepck ZDF4 CG17725	Drosophila melanogaster (Fruit fly)	647
Q24459	PCL_DROME	reviewed	Polycomb protein Pcl (Polycomblike protein)	Pcl CG5109	Drosophila melanogaster (Fruit fly)	1043
P17917	PCNA_DROME	reviewed	Proliferating cell nuclear antigen (PCNA) (Cyclin) (Mutagen-sensitive 209 protein)	PCNA mus209 CG9193	Drosophila melanogaster (Fruit fly)	260
P18490	PCX_DROME	reviewed	Protein pecanex	pcx CG3443	Drosophila melanogaster (Fruit fly)	3433
P26017	PC_DROME	reviewed	Polycomb group protein Pc (Protein polycomb)	Pc CG7618	Drosophila melanogaster (Fruit fly)	390
Q9VJ79	PDE11_DROME	reviewed	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 (EC 3.1.4.17) (EC 3.1.4.35) (cAMP and cGMP phosphodiesterase 11)	Pde11 CG34341	Drosophila melanogaster (Fruit fly)	1451
Q9W4T4	PDE4A_DROME	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase, isoform I (EC 3.1.4.53) (Learning/memory process protein) (Protein dunce)	dnc CG32498	Drosophila melanogaster (Fruit fly)	1209
P12252	PDE4B_DROME	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.53) (Learning/memory process protein) (Protein dunce)	dnc CG32498	Drosophila melanogaster (Fruit fly)	1070
Q9W4S9	PDE4C_DROME	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase, isoforms N/G (EC 3.1.4.53) (Learning/memory process protein) (Protein dunce)	dnc CG32498	Drosophila melanogaster (Fruit fly)	983
Q8IRU4	PDE4E_DROME	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase, isoform F (EC 3.1.4.53) (Learning/memory process protein) (Protein dunce)	dnc CG32498	Drosophila melanogaster (Fruit fly)	662
Q9VLJ0	PDE6D_DROME	reviewed	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta (DmPrBP)	PrBP CG9296	Drosophila melanogaster (Fruit fly)	151
Q9VFI9	PDE6_DROME	reviewed	cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (DmPDE5/6) (DmPDE6)	Pde6 CG8279	Drosophila melanogaster (Fruit fly)	1118
O96690	PDF_DROME	reviewed	Protein PDF [Cleaved into: PDF precursor-related peptide (PAP); Neuropeptide PDF (Pigment-dispersing factor homolog)]	Pdf CG6496	Drosophila melanogaster (Fruit fly)	102
Q9W4Y2	PDFR_DROME	reviewed	PDF receptor (Pigment-dispersing factor receptor) (Protein groom-of-PDF)	Pdfr gop Han CG13758	Drosophila melanogaster (Fruit fly)	669
P54399	PDI_DROME	reviewed	Protein disulfide-isomerase (PDI) (dPDI) (EC 5.3.4.1)	Pdi CG6988	Drosophila melanogaster (Fruit fly)	496
P91622	PDK_DROME	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial (DmPDK) (Pyruvate dehydrogenase kinase) (EC 2.7.11.2)	Pdk CG8808	Drosophila melanogaster (Fruit fly)	413
P31369	PDM2A_DROME	reviewed	POU domain protein 2, isoform A (Miti-mere) (Pdm-2) (Protein didymous) (dOct2) (dPOU-28)	pdm2 dim OCT2 pdm-2 POU-28 CG12287	Drosophila melanogaster (Fruit fly)	498
P31368	PDM1_DROME	reviewed	Protein nubbin (POU domain protein 1) (PDM-1) (Protein twain) (dOCT1) (dPOU-19)	nub OCT1 pdm-1 POU-19 TWN CG34395	Drosophila melanogaster (Fruit fly)	601
Q9VK71	PDM2B_DROME	reviewed	POU domain protein 2, isoform B (Miti-mere) (Pdm-2) (Protein didymous) (dOct2) (dPOU-28)	pdm2 dim OCT2 pdm-2 POU-28 CG12287	Drosophila melanogaster (Fruit fly)	893
Q9W0V1	PDPK1_DROME	reviewed	3-phosphoinositide-dependent protein kinase 1 (dPDK-1) (EC 2.7.11.1) (Serine/threonine-protein kinase 61C) (dSTPK61)	Pdk1 Pk61C CG1210	Drosophila melanogaster (Fruit fly)	836
Q9U6L5	PEB1_DROME	reviewed	Ejaculatory bulb-specific protein 1 (Ejaculatory bulb-specific protein I) (PEB-me)	Peb CG2668	Drosophila melanogaster (Fruit fly)	377
Q9W1C9	PEB3_DROME	reviewed	Ejaculatory bulb-specific protein 3 (Ejaculatory bulb-specific protein III) (PEB-meIII) (PEBmelIII)	PebIII CG11390	Drosophila melanogaster (Fruit fly)	126
Q23982	PEB2_DROME	reviewed	Ejaculatory bulb-specific protein 2 (Ejaculatory bulb-specific protein II) (PEB-meII)	PebII CG2665	Drosophila melanogaster (Fruit fly)	66
Q7M3K2	PELET_DROME	reviewed	Transposable element P transposase (P-element transposase) (EC 2.7.7.-) (THAP domain-containing protein) (DmTHAP)	T	Drosophila melanogaster (Fruit fly)	751
O77237	PELI_DROME	reviewed	Protein pellino	Pli CG5212	Drosophila melanogaster (Fruit fly)	424
P48612	PELO_DROME	reviewed	Protein pelota (EC 3.1.-.-)	pelo CG3959	Drosophila melanogaster (Fruit fly)	395
Q86BE9	PEN2_DROME	reviewed	Gamma-secretase subunit pen-2 (Presenilin enhancer protein 2)	pen-2 CG33198	Drosophila melanogaster (Fruit fly)	101
O61345	PEN_DROME	reviewed	Protein penguin	pen CG1685	Drosophila melanogaster (Fruit fly)	737
Q9VYH3	PEPE_DROME	reviewed	Probable alpha-aspartyl dipeptidase (EC 3.4.13.21) (Asp-specific dipeptidase) (Dipeptidase E)	CG2200	Drosophila melanogaster (Fruit fly)	240
P91679	PEPT1_DROME	reviewed	Peptide transporter family 1 (Oligopeptide transporter 1) (Protein YIN)	yin opt1 CG44402	Drosophila melanogaster (Fruit fly)	743
P41073	PEP_DROME	reviewed	Zinc finger protein on ecdysone puffs	Pep CG6143	Drosophila melanogaster (Fruit fly)	716
Q9VEG6	PERC_DROME	reviewed	Chorion peroxidase (EC 1.11.1.7) (Peroxinectin-related protein) (Dpxt)	Pxt CG7660	Drosophila melanogaster (Fruit fly)	809
Q01603	PERO_DROME	reviewed	Peroxidase (DmPO) (EC 1.11.1.7) (Chorion peroxidase)	Pxd HDC14047 PO CG3477	Drosophila melanogaster (Fruit fly)	690
Q7KQM6	PERQ1_DROME	reviewed	PERQ amino acid-rich with GYF domain-containing protein CG11148	CG11148	Drosophila melanogaster (Fruit fly)	1574
P07663	PER_DROME	reviewed	Period circadian protein (Protein clock-6) (CLK-6)	per CG2647	Drosophila melanogaster (Fruit fly)	1224
Q9VL96	PESC_DROME	reviewed	Pescadillo homolog	CG4364	Drosophila melanogaster (Fruit fly)	627
Q9VPT5	PEX12_DROME	reviewed	Peroxisome assembly protein 12 (Peroxin-12)	Pex12 CG3639	Drosophila melanogaster (Fruit fly)	297
Q9VTE5	PFD2_DROME	reviewed	Probable prefoldin subunit 2	l(3)01239 CG6302	Drosophila melanogaster (Fruit fly)	143
Q9VGP6	PFD3_DROME	reviewed	Prefoldin subunit 3 (Protein merry-go-round) (Von Hippel-Lindau-binding protein 1)	mgr CG6719	Drosophila melanogaster (Fruit fly)	194
Q9VRL3	PFD4_DROME	reviewed	Probable prefoldin subunit 4	CG10635	Drosophila melanogaster (Fruit fly)	138
Q9VCZ8	PFD5_DROME	reviewed	Probable prefoldin subunit 5	CG7048	Drosophila melanogaster (Fruit fly)	168
Q9VW56	PFD6_DROME	reviewed	Probable prefoldin subunit 6	CG7770	Drosophila melanogaster (Fruit fly)	125
